date,dataset_name,region_id,region_name,ntl_sum,light_density,density_3m_smooth,mom_pct,yoy_pct,mom_3m_avg,yoy_3m_avg,vol_12m,trend_score,months_seen
2026-01-01,states,WI,Wisconsin,2469653.058751645,8.122840787239543,6.572427374830782,0.2333462206526314,0.01885609311848017,0.15022494170562142,-0.002735865539501923,0.1456154115582811,1.0250098172759055,49
2026-01-01,states,NJ,New Jersey,3316367.534280034,72.13129437343495,58.91225194529111,0.2075417333515474,0.04860072838748409,0.12858768599332362,0.016825321359342,0.0938804911451403,0.9642421960821742,49
2026-01-01,states,IA,Iowa,1679924.370729389,8.376279020489509,8.066323797514727,0.10419871562741236,0.12546880745223443,0.11033206013237046,0.07567839964869554,0.12441087598559968,0.7942272562972597,49
2026-01-01,states,PA,Pennsylvania,3464418.0552233737,21.710757151857816,18.206854927211904,0.17889652957965824,-0.010249964106287994,0.12242031690637951,0.01485140092001022,0.0992114348503464,0.6944668519369276,49
2026-01-01,states,DE,Delaware,472006.44182905,36.43352244136807,30.505499900571948,0.1521481138411345,-0.00088963191304151,0.09129337167994915,-0.005614074817771122,0.0723815594171719,0.5486050513398578,49
2026-01-01,states,ND,North Dakota,1020403.297305733,4.799133612210506,4.827910248007466,0.06734599560304756,0.039361284230379906,0.09662242890691848,0.02747404741678847,0.16706055072032003,0.40271198012055687,49
2026-01-01,states,IN,Indiana,3477814.239013045,24.88601266352848,22.76440447265894,0.09501090623267885,0.01994587136438549,0.08015400402102832,0.038785268808328464,0.07925859087432024,0.3923658231157219,49
2026-01-01,states,IL,Illinois,4226212.571046442,18.22676444020013,16.932400473829876,0.08437841602943173,-0.01566274173122846,0.06873481994625152,0.006169185620670969,0.07284079602455976,0.2292813214259187,49
2026-01-01,states,NC,North Carolina,3672312.317182277,13.63341791119843,13.692376237335905,0.035649003936065814,0.021700235114095447,0.04929871157033099,0.04736016042608687,0.056117910046044724,0.12223794856038646,49
2026-01-01,states,LA,Louisiana,2014423.8124865035,7.827059530560525,7.2841252472849325,0.051048658288757195,0.010674716950752814,0.03825852878824061,0.02225129858531,0.039654841237122845,0.11070319329057776,49
2026-01-01,states,SC,South Carolina,1926048.2174532025,10.7912158518477,11.052240438774575,0.02183086614073524,0.03893816024411957,0.043663862852228084,0.051397852636504766,0.04461752361699299,0.10974083563183827,49
2026-01-01,states,MD,Maryland,2235752.1966046616,24.017846190482835,21.393238128325375,0.10556415402135598,-0.08613183574099376,0.06830188807160521,-0.021738689588077186,0.06931079128885802,0.10271257266884412,49
2026-01-01,states,OR,Oregon,677303.3586201407,2.0850434420162323,2.2054789309580363,0.021255274271488545,0.042899925590284764,0.0354745753501657,0.04952831667515786,0.1667684416333123,0.0961138189230826,49
2026-01-01,states,GA,Georgia,3227081.0111127943,13.198250786925362,13.312412727986127,0.023393396938867987,0.034630878388439895,0.04110259496171901,0.05439879305684404,0.03552936981238761,0.09585123850739398,49
2026-01-01,states,NM,New Mexico,1354321.9702727296,3.6801754344777886,3.6759795793745695,0.016796559439830834,0.050489345321342874,0.02792164551508052,0.02159251610895078,0.08007409006602986,0.08177973440840386,49
2026-01-01,states,AR,Arkansas,1285401.3288244978,6.715191728610273,6.346379490304147,0.05385648345754138,-0.007957305718214135,0.040267835601609146,0.00811895713384179,0.10592464367145919,0.07418599926063246,49
2026-01-01,states,KS,Kansas,843081.6873276532,3.628187664144946,3.507020729061272,0.06565444836596354,-0.0466757044619394,0.0638870863624535,-0.0023825024145347463,0.1935724869567543,0.07110747928726502,49
2026-01-01,states,WA,Washington,1534014.0571237956,6.094287439163603,6.1652594803723515,0.026204706479869135,0.02715341466342893,0.03237335518265091,0.04917210737483296,0.053757986369533314,0.06021314630927126,49
2026-01-01,states,WV,West Virginia,1598639.159246439,9.223884961098902,8.974541991006058,0.07020105776064602,-0.08165397544286247,0.08901836062049406,0.0358630596176312,0.11123281756150392,0.05929150523622631,49
2026-01-01,states,TX,Texas,12200222.185120318,7.778971645446888,7.550991723481917,0.03330350744102376,0.016652532602326825,0.024306203030820085,0.014639965612969902,0.029861287374055374,0.03181902220377679,49
2026-01-01,states,MS,Mississippi,1414569.6700283175,7.347351549710108,7.05115701112486,0.0329648172007617,0.0021618817815998097,0.03726983593228039,0.018699618408997594,0.04762691544793661,0.026881866766315002,49
2026-01-01,states,UT,Utah,645246.8452889621,2.548688247768657,2.459299981384444,0.05336781833808598,-0.034176003965591964,0.04238721181905244,-0.006488535647040626,0.20940416158011144,0.006659337927122186,49
2026-01-01,states,WY,Wyoming,230380.390436396,0.8745511538738141,0.8593880952984035,,,,,,0.0,49
2026-01-01,states,MT,Montana,549949.35611321,1.0833802081106294,0.9493088151857195,,,,,,0.0,49
2026-01-01,states,SD,South Dakota,437946.8542050431,1.8283007090059955,1.9366064305869777,,,,,,0.0,49
2026-01-01,states,ID,Idaho,686259.0695076609,1.7428437997580974,1.670723141431558,,,,,,0.0,49
2026-01-01,states,OK,Oklahoma,1708316.177309785,5.344691578333137,4.943026801330447,0.06078142723926399,-0.04662782414447301,0.040480119822479614,-0.030766624377059876,0.13729166729285316,-0.009042565236416583,49
2026-01-01,states,FL,Florida,3848909.4283322296,6.576508915440292,6.595556821603292,0.013365857575852562,0.02240825970152205,0.022521288783947425,0.05079641804342693,0.01937936448826466,-0.021037247169845952,49
2026-01-01,states,VA,Virginia,3244877.444544186,11.82111977112045,11.266813343203085,0.06613109135589006,-0.08976448860361107,0.06684050586535052,-0.0070466677340499245,0.08548991877701534,-0.037244692264862794,49
2026-01-01,states,AL,Alabama,1778282.0084843244,8.993427543160548,9.057974113659126,0.013763390094375523,-0.0008127137903971501,0.03513524805216863,0.03822661656073683,0.03424483953287071,-0.04850579734684188,49
2026-01-01,states,NV,Nevada,1300226.9560257308,3.104443651482008,3.293204702234043,-0.011122371476550005,0.03370596034580667,0.02165765186166112,0.052602431534461896,0.20598690810620734,-0.0707007636385176,49
2026-01-01,states,TN,Tennessee,2056497.4215330053,12.133920824129117,12.15295555303988,0.02792725266107943,-0.0377455288650668,0.04337983751289242,0.020444883433940752,0.06543437709780635,-0.08164246554499718,49
2026-01-01,states,MO,Missouri,2478805.428781422,7.940494146337588,7.705441032633498,0.04756568779961483,-0.06695399453299078,0.04499527815732259,-0.021139202853568212,0.106909360105259,-0.0944585558046544,49
2026-01-01,states,CA,California,5541207.368003901,5.53217618766421,5.543042424189245,0.0028746811647095793,0.017544104355055986,0.0092088831185237,0.03219167440190688,0.09405088250374359,-0.10468123902167734,49
2026-01-01,states,AZ,Arizona,1354090.8900300264,3.804277931077797,3.7342587371180245,0.0066924319829337955,-0.01659384801578113,-0.0012834524640741149,-0.005334601938868438,0.09115102090711903,-0.21501440696287863,49
2026-01-01,states,CO,Colorado,957851.3606348746,3.42466728305443,3.2909982810206397,0.0658516041424513,-0.17060478976073928,0.06079236392150098,-0.10021299205165625,0.18504506705875517,-0.2763184786963907,49
2026-01-01,states,KY,Kentucky,1794041.895097301,8.017133375345576,9.125549733268771,-0.018588772013193245,-0.08048772298383043,0.05434881231794244,0.014673736124456724,0.0988581177414123,-0.316997859830898,49
