date,region_id,region_name,ntl_sum,area_km2,light_density,density_3m_smooth,lag_1,lag_3,lag_12,lag_1_safe,lag_12_safe,mom_pct,yoy_pct,mom_3m_avg,yoy_3m_avg,vol_12m,months_seen,mom_pct_z,yoy_pct_z,mom_3m_avg_z,trend_score
2022-10-01,CLT,Charlotte,309291.01175123453,5245.678366658043,58.96110857980033,57.61387236105147,58.06755678795148,61.072436985742655,,58.06755678795148,,-0.007813044873865726,,-0.019210431307482696,,0.03949118676978952,10,-0.17546722161182943,,-0.43529503173095074,-0.13969917282973898
2022-11-01,CLT,Charlotte,318143.5478836298,5245.678366658043,60.64869510600878,58.72678812144999,57.61387236105147,59.67513505461818,,57.61387236105147,,0.019316801922706434,,-0.00514502402772712,,0.04163694446213486,11,0.2953801774092123,,-0.12276244397819466,0.06406156442712474
2022-12-01,CLT,Charlotte,357585.9386855364,5245.678366658043,68.16772087255322,62.592508186120774,58.72678812144999,58.06755678795148,,58.72678812144999,,0.06582549784054724,,0.025776418296462645,,0.04961095054953984,12,1.1025538658187888,,0.5643103292742383,0.44362822560048426
2023-01-01,CLT,Charlotte,329768.58824789524,5245.678366658043,62.864812746418295,63.89374290832677,62.592508186120774,57.61387236105147,83.47791043469837,62.592508186120774,83.47791043469837,0.020788985134398755,-0.234602991670372,0.035310428299217475,-0.234602991670372,0.04908929407118803,13,0.32093040042762444,-3.0909696448964556,0.7761555150236984,-1.2939745993152008
2023-02-01,CLT,Charlotte,342622.22582405806,5245.678366658043,65.31514169869672,65.44922510588941,63.89374290832677,58.72678812144999,73.4760228838694,63.89374290832677,73.4760228838694,0.024344828253283088,-0.1092437704564731,0.036986437076076364,-0.17192338106342253,0.03935275277024297,14,0.38264322528829037,-1.6549528830289895,0.8133963392465391,-0.5500042060786998
2023-03-01,CLT,Charlotte,350608.6259755492,5245.678366658043,66.83761402606116,65.00585615705872,65.44922510588941,62.592508186120774,72.91857449986183,65.44922510588941,72.91857449986183,-0.006774242905296048,-0.10851444089623709,0.012786523494128598,-0.15078706767436073,0.03935586934887059,15,-0.1574384723650489,-1.6465982565142214,0.27567557050313757,-0.8153955558659979
2023-04-01,CLT,Charlotte,330158.87812435627,5245.678366658043,62.939214920776095,65.03065688184466,65.00585615705872,63.89374290832677,66.59780219767639,65.00585615705872,66.59780219767639,0.00038151523958129775,-0.023531486987815365,0.0059840335291894454,-0.08042989944684185,0.030786470199259636,16,-0.03324794022519039,-0.6731002951853635,0.12452461201190691,-0.3216196072578575
2023-05-01,CLT,Charlotte,295843.92001998425,5245.678366658043,56.39764761415648,62.05815885366459,65.03065688184466,65.44922510588941,65.94037495939178,65.03065688184466,65.94037495939178,-0.04570918041902699,-0.058874644072284744,-0.017367302694913916,-0.0636401906521124,0.033302346396109246,17,-0.8331670968887704,-1.0779637388088132,-0.394340813812472,-0.8678001612335321
2023-06-01,CLT,Charlotte,301452.777620852,5245.678366658043,57.46688160237011,58.9345813791009,62.05815885366459,65.00585615705872,62.470247541623195,62.05815885366459,62.470247541623195,-0.0503330671141759,-0.05659760128477999,-0.03188691076454053,-0.04633457744829337,0.033006718864072006,18,-0.9134161686990081,-1.051879725373799,-0.7169657185095126,-0.9433578569985044
2023-07-01,CLT,Charlotte,293980.64780414104,5245.678366658043,56.04244623015888,56.635658482228486,58.9345813791009,65.03065688184466,61.072436985742655,58.9345813791009,61.072436985742655,-0.039008046601441464,-0.07264780517191305,-0.04501676471154812,-0.06270668350965926,0.0341616176512935,19,-0.7168667192212951,-1.2357382528130074,-1.0087103618928734,-1.034671214551467
