date,region_id,region_name,ntl_sum,light_density,density_3m_smooth,mom_pct,yoy_pct,mom_3m_avg,yoy_3m_avg,vol_12m,trend_score,months_seen
2026-01-01,DET,Detroit,2148568.2375276685,260.9407881224608,182.60432056199065,0.2887507244171698,0.3674681521943187,0.16861720522850301,0.21635985629048748,0.11876033731441789,4.1420354960079315,49
2026-01-01,MSP,Minneapolis-St. Paul,892612.0460768938,132.29769124158165,100.40852029620414,0.30769009014391924,0.13243723584795158,0.19127341983753676,0.04112560419474388,0.147651564238767,2.9951643673123876,49
2026-01-01,BOS,Boston,631919.6645214111,123.3897792436336,85.70865094901392,0.3389411313064081,0.10122756708056978,0.14343156262846338,0.03906281773603827,0.13829586516103243,2.7665105721000263,49
2026-01-01,NYC,New York,1481383.322180599,250.54287804970005,216.55029314115578,0.17653452941206624,0.012446867648535385,0.11799469434311215,0.0012341332770830094,0.08782837700337337,1.2993824594617034,49
2026-01-01,PHL,Philadelphia,932047.4856681228,156.03252910550788,122.79601610370537,0.1860460727034992,-0.01328012761653257,0.09091992164406697,-0.027621607563411633,0.0757957539843828,1.0812311260902014,49
2026-01-01,CHI,Chicago,1987102.394533448,179.5281852022636,164.29831855762458,0.11164612134101334,0.02231677931888133,0.08960635358633355,0.04023212143207906,0.07591374203081257,0.8919080698091453,49
2026-01-01,RDU,Raleigh,365998.2579231262,48.6724203916394,45.826505074491706,0.07429008183725042,0.04167875674965238,0.07429008183725042,0.037622199171896575,0.0519563227087433,0.7402426265576341,49
2026-01-01,CLT,Charlotte,389070.7240692377,74.1697635413949,74.74420158625348,0.04716740240529889,0.059853755809050044,0.04876827606720278,0.06406626180637712,0.03637785949000561,0.5897063520278455,49
2026-01-01,ATL,Atlanta,1016221.1623978616,99.82537119835042,95.61762542739778,0.05445305962542943,0.03532803814504249,0.04339065691700891,0.04066683786606573,0.033282300852969245,0.46326808511498063,49
2026-01-01,DFW,Dallas-Fort Worth,1984692.2320085168,136.5542098562882,130.05987707941168,0.04391441307477517,0.04888417543863705,0.026013365678888064,0.043286117439956306,0.019173698571673007,0.408817319671336,49
