date,dataset_name,region_id,region_name,ntl_sum,light_density,density_3m_smooth,mom_pct,yoy_pct,mom_3m_avg,vol_12m,trend_score,trend_label,months_seen,rankable
2026-01-01,cities,2622000,Detroit,474558.2709608078,1291.7028566110412,721.1183388571784,0.6982766959166763,0.6062301271754275,0.2633604725383755,0.216562620948269,8.104837557844085,Very strong,49,True
2026-01-01,cities,1825000,Fort Wayne,166019.74215650558,571.9347798003621,340.48686200033256,0.5849878088446605,0.5159488616351264,0.23259770179531336,0.19847734899743225,6.85827211920941,Very strong,49,True
2026-01-01,cities,3673000,Syracuse,38265.65172958374,575.7675564693546,477.82209840120225,0.33379467730296714,0.3759766454865321,0.34794520765130876,0.25841395048485005,5.329524481793483,Very strong,49,True
2026-01-01,cities,3901000,Akron,90173.6433031559,558.8975735616282,394.4195606666524,0.45229668677925866,0.18642097918004547,0.2936669799758801,0.21132429952711182,4.678842793557113,Very strong,49,True
2026-01-01,cities,2634000,Grand Rapids,56726.69989061356,480.0386660813534,297.22087488552916,0.499825223881263,0.183148909820378,0.18735169849437952,0.16425134772101352,4.388552261424746,Very strong,49,True
2026-01-01,cities,3977000,Toledo,121349.04105091096,561.6210033563844,340.18327508348904,0.506619481177211,0.17036406502054802,0.17951860835718336,0.1707724225360401,4.317497979235827,Very strong,49,True
2026-01-01,cities,2758000,St. Paul,71145.62358903885,489.6941814294448,377.1768137587096,0.3105461720053802,0.3025469031209506,0.20760246178438688,0.16841450935413138,4.113010516974717,Very strong,49,True
2026-01-01,cities,3916000,Cleveland,163917.8298792839,812.2911111680667,651.676246036532,0.2896247174610074,0.2674389488141911,0.214768013219625,0.14194846682030002,3.8476232463295625,Very strong,49,True
2026-01-01,cities,2567000,Springfield,32856.27698349953,383.3208475538665,299.3738575077748,0.2785854788294121,0.24524381116690136,0.19636174743723067,0.13633055125834764,3.5776543585100935,Very strong,49,True
2026-01-01,cities,2743000,Minneapolis,94851.80799007416,636.806859891998,479.9061162792023,0.30674167662170515,0.16319781660709237,0.19418207457141015,0.160663491898426,3.277556184374639,Very strong,49,True
2026-01-01,cities,3457000,Paterson,19138.680435180664,849.5315133282525,662.8619929192237,0.22993969100941802,0.21197784653687554,0.11541894996432385,0.09014128298963603,2.7354222791853795,Very strong,49,True
2026-01-01,cities,3611000,Buffalo,46364.06597137451,426.9056377099719,543.1794864020517,0.07683710593354008,0.2903570330917985,0.18854795448710304,0.16587727444248768,2.6967427465508975,Very strong,49,True
2026-01-01,cities,4659020,Sioux Falls,74280.0845580101,340.61938843893427,337.98793732225545,0.13763553296062764,0.2506752866861203,0.15832452326554455,0.10524380987200248,2.660273371399453,Very strong,49,True
2026-01-01,cities,2582000,Worcester,29861.582675218586,299.85643036870505,219.75481937908785,0.28736732509992696,-9.596767882006366e-05,0.12861714004252892,0.11859835579283358,1.9707739713656276,Very strong,49,True
2026-01-01,cities,5548000,Madison,52307.3704701066,192.132422234006,155.91161209827894,0.1831705210820848,0.10040141692271276,0.09582067595716337,0.07940662428371148,1.787493880122809,Very strong,49,True
2026-01-01,cities,3663000,Rochester,37767.32408952713,396.2866972442523,411.28520963542707,0.16335428810001165,-0.03276623379101568,0.25069831713366336,0.22218945620314226,1.735282074122272,Very strong,49,True
2026-01-01,cities,3918000,Columbus,183520.1331783533,311.0880939800015,294.4760166183446,0.10029274588005829,0.1791402495881695,0.08395895648509784,0.06304548128410183,1.7059558128705574,Very strong,49,True
2026-01-01,cities,1921000,Des Moines,55713.05247229338,237.13286512023333,245.45602078146587,0.07102115000081131,0.18621602715250363,0.09132423929436222,0.08945257617157706,1.6232156599788825,Very strong,49,True
2026-01-01,cities,1765000,Rockford,40572.42295527458,236.080589881606,200.46090765121167,0.14973390232571424,0.11766079109715721,0.07710531547843695,0.07040575767486094,1.6074864969011153,Very strong,49,True
2026-01-01,cities,4459000,Providence,30233.314679145813,567.3745837452249,407.6246059887314,0.20511772545472673,0.06706771329706171,0.06792702631977174,0.08161297792428805,1.5878711183040473,Very strong,49,True
