date,dataset_name,region_id,region_name,ntl_sum,light_density,density_3m_smooth,mom_pct,yoy_pct,mom_3m_avg,yoy_3m_avg,vol_12m,trend_score,months_seen
2026-01-01,metros,CLE,Cleveland,845303.3485255484,162.89945514210297,115.475951775564,0.41363854991173593,0.3307632899105338,0.2533924814280089,0.15205859798452684,0.16277154054036672,4.8903246854230895,49
2026-01-01,metros,DET,Detroit,2148568.2375276685,260.9407881224608,182.60432056199065,0.2887507244171698,0.3674681521943187,0.16861720522850301,0.21635985629048748,0.11876033731441789,4.10375432915725,49
2026-01-01,metros,MSP,Minneapolis-St. Paul,892612.0460768938,132.29769124158165,100.40852029620414,0.30769009014391924,0.13243723584795158,0.19127341983753676,0.04112560419474388,0.147651564238767,2.9303643880351125,49
2026-01-01,metros,BOS,Boston,631919.6645214111,123.3897792436336,85.70865094901392,0.3389411313064081,0.10122756708056978,0.14343156262846338,0.03906281773603827,0.13829586516103243,2.692207533706637,49
2026-01-01,metros,COL,Columbus,414617.7831655741,113.5396030682395,105.23762727542605,0.10321571532755022,0.16367749214060767,0.0812774056592232,0.13294626328874215,0.058260292079647884,1.6024512445341832,49
2026-01-01,metros,NYC,New York,1481383.322180599,250.54287804970005,216.55029314115578,0.17653452941206624,0.012446867648535385,0.11799469434311215,0.0012341332770830094,0.08782837700337337,1.2510972443944832,49
2026-01-01,metros,PHL,Philadelphia,932047.4856681228,156.03252910550788,122.79601610370537,0.1860460727034992,-0.01328012761653257,0.09091992164406697,-0.027621607563411633,0.0757957539843828,1.0285310424269136,49
2026-01-01,metros,CHI,Chicago,1987102.394533448,179.5281852022636,164.29831855762458,0.11164612134101334,0.02231677931888133,0.08960635358633355,0.04023212143207906,0.07591374203081257,0.8583898470564575,49
2026-01-01,metros,CLT,Charlotte,389070.7240692377,74.1697635413949,74.74420158625348,0.04716740240529889,0.059853755809050044,0.04876827606720278,0.06406626180637712,0.03637785949000561,0.5735387866462885,49
2026-01-01,metros,ATL,Atlanta,1016221.1623978616,99.82537119835042,95.61762542739778,0.05445305962542943,0.03532803814504249,0.04339065691700891,0.04066683786606573,0.033282300852969245,0.4432244189826889,49
2026-01-01,metros,DFW,Dallas-Fort Worth,1984692.2320085168,136.5542098562882,130.05987707941168,0.04391441307477517,0.04888417543863705,0.026013365678888064,0.043286117439956306,0.019173698571673007,0.39234211944178554,49
2026-01-01,metros,LAS,Las Vegas,668136.2748053074,147.00756044040898,164.85342155473802,-0.021296559181498354,0.0753657376240918,0.039789157342673694,0.08744198104466938,0.06349078212705404,0.2820391385963775,49
2026-01-01,metros,HOU,Houston,1831129.7387266755,142.32000309859495,140.94468023075032,0.020160920710126515,0.052349773384274344,0.02264827833102244,0.04918674685840496,0.014258520300793437,0.2789384538831293,49
2026-01-01,metros,NSH,Nashville,398691.25069385767,78.28672909789255,70.21016589084896,0.07746345434501832,-0.016813215015524362,0.03990903575289046,0.0035889147928799456,0.03692864016484954,0.2390602017132074,49
2026-01-01,metros,IND,Indianapolis,474139.0001448393,109.54907867169892,100.8797651179786,0.08420847605160472,-0.034710440598408714,0.053903462266407874,0.004112989104553262,0.05835497845793082,0.23069048883650548,49
2026-01-01,metros,KCY,Kansas City,579725.214678824,95.81985238015164,88.91930890568369,0.08080900906560229,-0.04891755557637123,0.05580635910851069,-0.0071530033099623915,0.06047660632617367,0.13943406075467216,49
2026-01-01,metros,ORL,Orlando,510121.2983511984,74.62543667593204,73.98799922267955,0.01680401274939512,0.029602580404510536,0.023365096120451814,0.03958653420762427,0.018851711326964,0.13289626182467967,49
2026-01-01,metros,SDG,San Diego,395141.2149263024,52.86372966655083,51.022677825034556,0.019110422635484636,0.03510147348297301,0.011167260779326983,0.03454533245861013,0.01832409487425249,0.12225643850907464,49
2026-01-01,metros,MIA,Miami,668481.4740675427,95.42712408505612,93.74059822642921,0.029396385348123017,0.015111976681202068,0.017719943735295052,0.028639482517889784,0.01548746567824076,0.08633390743792074,49
2026-01-01,metros,TPA,Tampa,474900.253816694,69.15471300853528,68.48591043192333,0.015356195161513755,0.025267299814471463,0.02014842760150062,0.08688853267464851,0.02249172987133211,0.08613246157755122,49
2026-01-01,metros,BAL,Baltimore,552576.2981854975,104.87362903365428,93.4398595441,0.09774979496582042,-0.07729926468387043,0.06032420408307975,-0.004562935092703303,0.06314492376230596,0.0788419135080155,49
2026-01-01,metros,SAT,San Antonio,470073.1050338745,60.7146363484356,60.906402360964,0.008200467199357452,0.02681405157010422,0.014046843735109726,0.04195359124861492,0.010206685248785343,0.032298100771099014,49
