date,dataset_name,region_id,region_name,ntl_sum,light_density,density_3m_smooth,mom_pct_display,yoy_pct_display,mom_pct_rank,yoy_pct_rank,mom_capped,yoy_capped,mom_3m_avg,vol_12m,trend_score,trend_label,months_seen,rankable
2026-01-01,metros,46620,"Uvalde, TX",5468.947727203369,1.3543567166865051,1.3441433258378268,-0.051598443571526625,-0.4463496756244014,-0.051598443571526625,-0.4463496756244014,False,False,-0.0197739582146842,0.12512069765926345,-1.4954587225931324,Very weak,49,True
2026-01-01,metros,17650,"Cody, WY",7819.708523631096,0.433462067544862,0.49941876309952266,-0.15433831772090909,-0.3712938324670961,-0.15433831772090909,-0.3712938324670961,False,False,0.09181070597234631,0.32543239592910445,-1.3012441606216947,Very weak,49,True
2026-01-01,metros,47580,"Warner Robins, GA",43009.04812562466,31.26007454243317,36.35598047740316,-0.14891830146891635,-0.30184026397170716,-0.14891830146891635,-0.30184026397170716,False,False,0.02921778240796701,0.1441675111419059,-1.2599798184738762,Very weak,49,True
2026-01-01,metros,20300,"Dumas, TX",6943.142409682274,2.947181331564621,3.433519373615303,-0.0576252867460994,-0.23548708165480686,-0.0576252867460994,-0.23548708165480686,False,False,-0.09114649452264417,0.1800526417223649,-1.148323936476616,Weak,49,True
2026-01-01,metros,14420,"Borger, TX",7462.933618068695,3.2188666520990923,3.3730704762249153,-0.035459417072409474,-0.3391457536393549,-0.035459417072409474,-0.3391457536393549,False,False,0.00046798592763964975,0.2266804841618297,-1.1389543324490823,Weak,49,True
2026-01-01,metros,34500,"Mount Vernon, IL",9916.27225291729,6.559059007970571,6.5056664506525985,-0.02945809144936678,-0.3187510848916934,-0.02945809144936678,-0.3187510848916934,False,False,-0.00235195266708272,0.14108924470649062,-1.0794618232775928,Weak,49,True
2026-01-01,metros,40180,"Riverton, WY",7434.033206738532,0.3097549161912172,0.4024396339902272,-0.05969612075190747,-0.37729741046720955,-0.05969612075190747,-0.37729741046720955,False,False,0.09347394446073813,0.30365742124536443,-1.0772439589723286,Weak,49,True
2026-01-01,metros,19220,"Danville, KY",10568.970140457152,7.859337803463878,8.240089217759694,0.0005164638669851482,-0.3917390730724381,0.0005164638669851482,-0.3917390730724381,False,False,0.07093380279417726,0.09942645057522756,-1.016618823649929,Weak,49,True
2026-01-01,metros,38210,"Pikeville, KY",13941.825862586498,4.544897559071061,5.643607863906624,-0.10130689052210759,-0.26340470447934883,-0.10130689052210759,-0.26340470447934883,False,False,0.048236249964365985,0.1361029322592808,-1.0007068125785479,Weak,49,True
2026-01-01,metros,28380,"Kennett, MO",6182.978150904179,4.362211275166846,4.57857038066673,-0.04172678422873465,-0.2676411313683013,-0.04172678422873465,-0.2676411313683013,False,False,-0.007146320242332309,0.15141916549815043,-0.9929096563823095,Weak,49,True
2026-01-01,metros,32460,"Mayfield, KY",5113.58004283905,3.546150174272312,4.757877852354601,-0.09719270699854181,-0.22465979623752874,-0.09719270699854181,-0.22465979623752874,False,False,0.006283937193138541,0.15202010738230315,-0.9914415802345949,Weak,49,True
2026-01-01,metros,45380,"Taylorville, IL",7462.089263111353,4.0254202721084775,3.9623345957357583,-0.03812617451666459,-0.256842536369765,-0.03812617451666459,-0.256842536369765,False,False,-0.010995631179751726,0.20621911729051348,-0.9658729278676794,Weak,49,True
2026-01-01,metros,39420,"Pullman, WA",5708.7675594091415,1.012024646116874,1.0911264679325765,0.016404445055099987,-0.3617364624756356,0.016404445055099987,-0.3617364624756356,False,False,0.044274136665216596,0.2319768659683284,-0.9642441388183222,Weak,49,True
2026-01-01,metros,34660,"Murray, KY",6000.502979151905,5.6385935930654325,6.42257170625674,-0.05193737704375383,-0.2398346410279864,-0.05193737704375383,-0.2398346410279864,False,False,0.000610079282805732,0.1027553403464254,-0.930348401358289,Weak,49,True
2026-01-01,metros,28500,"Kerrville, TX",7519.614922761917,2.6220043068336327,2.5995747331573367,-0.010571744898121476,-0.27179785349774005,-0.010571744898121476,-0.27179785349774005,False,False,-0.00436180126439606,0.08323038388476255,-0.919407676744756,Weak,49,True
2026-01-01,metros,23240,"Fredericksburg, TX",4304.391180992127,1.565121314573534,1.5224971674895944,-0.008136452280403045,-0.2725306032491138,-0.008136452280403045,-0.2725306032491138,False,False,0.012210408554839132,0.09537518290667706,-0.8764086406147792,Weak,49,True
2026-01-01,metros,34460,"Mount Sterling, KY",5938.644666850567,3.3289307230498526,4.2417992421696615,-0.11299078388180621,-0.1719755558184615,-0.11299078388180621,-0.1719755558184615,False,False,0.017014796777643917,0.1560350855680889,-0.8733727669173557,Weak,49,True
2026-01-01,metros,15220,"Brownwood, TX",7618.926741838455,3.074008992541156,3.0208398500659803,-0.015850774302731553,-0.2404880138165189,-0.015850774302731553,-0.2404880138165189,False,False,-0.006831779398166749,0.07659471853658309,-0.859734921886121,Weak,49,True
2026-01-01,metros,46460,"Union City, TN",6550.542486786842,4.553818890481522,5.34388871646982,-0.05134658895725585,-0.21267505006335913,-0.05134658895725585,-0.21267505006335913,False,False,0.001068185384570523,0.1363371352375002,-0.8596518374695736,Weak,49,True
2026-01-01,metros,14140,"Bluefield, WV-VA",17490.280516326427,7.180663434698252,7.663519722291297,-0.003049031717481577,-0.31820205949407476,-0.003049031717481577,-0.31820205949407476,False,False,0.06310313088841306,0.12798530620791082,-0.8592665103824242,Weak,49,True
