date,region_id,region_name,ntl_sum,area_km2,light_density
2023-02-01,MIA,Miami,590356.3932371438,7005.151632482519,84.27460591997642
2023-03-01,MIA,Miami,606626.0447134376,7005.151632482519,86.59713258747242
2023-04-01,MIA,Miami,585920.8723388612,7005.151632482519,83.64142606449474
2023-05-01,MIA,Miami,584400.3877388239,7005.151632482519,83.42437371790642
2023-06-01,MIA,Miami,584546.4493995905,7005.151632482519,83.44522432449277
2023-07-01,MIA,Miami,599164.47444731,7005.151632482519,85.53197787597
2023-08-01,MIA,Miami,559266.829611063,7005.151632482519,79.83650589628527
2023-09-01,MIA,Miami,574687.2179792523,7005.151632482519,82.03779848454072
2023-10-01,MIA,Miami,584786.5816813111,7005.151632482519,83.47950370834039
2023-11-01,MIA,Miami,576707.4667190313,7005.151632482519,82.32619320399422
2023-12-01,MIA,Miami,619776.0392317176,7005.151632482519,88.47432172029636
2024-01-01,MIA,Miami,621137.0953364074,7005.151632482519,88.6686153167945
2024-02-01,MIA,Miami,643265.1272127777,7005.151632482519,91.82743800005574
2024-03-01,MIA,Miami,612253.5809821784,7005.151632482519,87.40047512222161
2024-04-01,MIA,Miami,648022.536155384,7005.151632482519,92.50656804494248
2024-05-01,MIA,Miami,617339.6685993075,7005.151632482519,88.12652473313155
2024-06-01,MIA,Miami,587101.596671626,7005.151632482519,83.80997692459172
2024-07-01,MIA,Miami,622464.8546588123,7005.151632482519,88.85815572820374
2024-08-01,MIA,Miami,619542.160501197,7005.151632482519,88.44093504392005
2024-09-01,MIA,Miami,575879.1748580039,7005.151632482519,82.20795281399513
2024-10-01,MIA,Miami,595885.8029170409,7005.151632482519,85.06394067959212
2024-11-01,MIA,Miami,628007.9589734972,7005.151632482519,89.6494454254862
2024-12-01,MIA,Miami,654226.6261011958,7005.151632482519,93.39221481910276
2025-01-01,MIA,Miami,658439.3103589714,7005.151632482519,93.99358427957833
2025-02-01,MIA,Miami,641875.4126247559,7005.151632482519,91.62905334531425
2025-03-01,MIA,Miami,622265.9353992343,7005.151632482519,88.82975958918861
2025-04-01,MIA,Miami,665227.3618774712,7005.151632482519,94.96259278569318
2025-05-01,MIA,Miami,655379.407541275,7005.151632482519,93.55677677301306
2025-06-01,MIA,Miami,655093.6734427214,7005.151632482519,93.51598763474105
2025-07-01,MIA,Miami,630253.4432457387,7005.151632482519,89.96999298677373
2025-08-01,MIA,Miami,618144.063955903,7005.151632482519,88.24135384730312
2025-09-01,MIA,Miami,638698.1749539375,7005.151632482519,91.17549604384405
2025-10-01,MIA,Miami,612224.3134737313,7005.151632482519,87.39629712437336
2025-11-01,MIA,Miami,642148.3296924233,7005.151632482519,91.66801282570607
2025-12-01,MIA,Miami,659371.5103273094,7005.151632482519,94.12665776852545
2026-01-01,MIA,Miami,668481.4740675427,7005.151632482519,95.42712408505611
2022-01-01,MSP,Minneapolis-St. Paul,887022.8079860508,6746.99639653532,131.4692873471149
2022-02-01,MSP,Minneapolis-St. Paul,892965.1815651655,6746.99639653532,132.35003090022636
2022-03-01,MSP,Minneapolis-St. Paul,549788.2498547435,6746.99639653532,81.48637075559543
2022-04-01,MSP,Minneapolis-St. Paul,432535.6334256027,6746.99639653532,64.10787971484852
2022-05-01,MSP,Minneapolis-St. Paul,401044.57634985447,6746.99639653532,59.44046102585688
2022-06-01,MSP,Minneapolis-St. Paul,402768.07566705346,6746.99639653532,59.695907926359745
2022-07-01,MSP,Minneapolis-St. Paul,379507.0041397512,6746.99639653532,56.24828914013256
2022-08-01,MSP,Minneapolis-St. Paul,380648.7793865036,6746.99639653532,56.417516330966514
2022-09-01,MSP,Minneapolis-St. Paul,362058.36091426015,6746.99639653532,53.6621541846654
2022-10-01,MSP,Minneapolis-St. Paul,393688.6828801036,6746.99639653532,58.35021389403267
2022-11-01,MSP,Minneapolis-St. Paul,429679.0522277355,6746.99639653532,63.68449410294363
2022-12-01,MSP,Minneapolis-St. Paul,712362.1148279905,6746.99639653532,105.58210986948188
2023-01-01,MSP,Minneapolis-St. Paul,772776.2551175356,6746.99639653532,114.53633731216566
2023-02-01,MSP,Minneapolis-St. Paul,786342.1560780406,6746.99639653532,116.54699511649935
2023-03-01,MSP,Minneapolis-St. Paul,688275.6104333401,6746.99639653532,102.01215029354093
2023-04-01,MSP,Minneapolis-St. Paul,481759.2147038579,6746.99639653532,71.40350852288111
2023-05-01,MSP,Minneapolis-St. Paul,415307.4378347397,6746.99639653532,61.554418207190096
2023-06-01,MSP,Minneapolis-St. Paul,404906.8634953201,6746.99639653532,60.01290643985605
2023-07-01,MSP,Minneapolis-St. Paul,395378.70282930136,6746.99639653532,58.600698680131806
2023-08-01,MSP,Minneapolis-St. Paul,404505.52258569,6746.99639653532,59.95342205805971
2023-09-01,MSP,Minneapolis-St. Paul,385018.23281008005,6746.99639653532,57.06513093853029
2023-10-01,MSP,Minneapolis-St. Paul,382932.79369294643,6746.99639653532,56.75603945625166
2023-11-01,MSP,Minneapolis-St. Paul,438076.9579486251,6746.99639653532,64.92918214297312
2023-12-01,MSP,Minneapolis-St. Paul,433139.0877082348,6746.99639653532,64.19732014836379
2024-01-01,MSP,Minneapolis-St. Paul,635171.355808109,6746.99639653532,94.14135097719613
2024-02-01,MSP,Minneapolis-St. Paul,389920.9825234115,6746.99639653532,57.79178757582286
2024-03-01,MSP,Minneapolis-St. Paul,452223.6503111124,6746.99639653532,67.02592142235851
2024-04-01,MSP,Minneapolis-St. Paul,461239.66378334165,6746.99639653532,68.36222174658265
2024-05-01,MSP,Minneapolis-St. Paul,393418.937371403,6746.99639653532,58.31023380617622
2024-06-01,MSP,Minneapolis-St. Paul,329566.8251527399,6746.99639653532,48.8464504474876
2024-07-01,MSP,Minneapolis-St. Paul,372836.4615365155,6746.99639653532,55.259620670313744
2024-08-01,MSP,Minneapolis-St. Paul,407790.5307099223,6746.99639653532,60.440306581359465
2024-09-01,MSP,Minneapolis-St. Paul,401501.43565025926,6746.99639653532,59.50817401598673
2024-10-01,MSP,Minneapolis-St. Paul,402174.33390396833,6746.99639653532,59.60790702518985
2024-11-01,MSP,Minneapolis-St. Paul,463322.595135659,6746.99639653532,68.6709415427555
2024-12-01,MSP,Minneapolis-St. Paul,718812.7589896619,6746.99639653532,106.53818628964774
2025-01-01,MSP,Minneapolis-St. Paul,612549.3396696448,6746.99639653532,90.78844921040684
2025-02-01,MSP,Minneapolis-St. Paul,823015.7008231282,6746.99639653532,121.9825315522265
2025-03-01,MSP,Minneapolis-St. Paul,562641.6988138556,6746.99639653532,83.3914331276033
2025-04-01,MSP,Minneapolis-St. Paul,490706.69242078066,6746.99639653532,72.72965088180062
2025-05-01,MSP,Minneapolis-St. Paul,453507.29291281104,6746.99639653532,67.2161753555543
2025-06-01,MSP,Minneapolis-St. Paul,436530.33938446455,6746.99639653532,64.69995146412546
2025-07-01,MSP,Minneapolis-St. Paul,405819.98352998495,6746.99639653532,60.14824370417322
