date,dataset_name,region_id,region_name,ntl_sum,area_km2,light_density
2022-01-01,states,01,Alabama,909564.5349038914,133892.7559227516,6.793231856611106
2022-02-01,states,01,Alabama,952880.5891773999,133892.7559227516,7.116744909837819
2022-03-01,states,01,Alabama,1044496.2599523775,133892.7559227516,7.800991567870869
2022-04-01,states,01,Alabama,1026431.3175648693,133892.7559227516,7.666070583811577
2022-05-01,states,01,Alabama,961961.8411600888,133892.7559227516,7.18456972918748
2022-06-01,states,01,Alabama,1054403.17974554,133892.7559227516,7.874983022635444
2022-07-01,states,01,Alabama,911846.9394763708,133892.7559227516,6.81027836937238
2022-08-01,states,01,Alabama,841582.9849860296,133892.7559227516,6.28550050513244
2022-09-01,states,01,Alabama,902780.1591637731,133892.7559227516,6.742561634063498
2022-10-01,states,01,Alabama,938712.3359875083,133892.7559227516,7.0109269879327245
2022-11-01,states,01,Alabama,985125.1050771922,133892.7559227516,7.357568363486018
2022-12-01,states,01,Alabama,1148422.74044694,133892.7559227516,8.577183526713826
2023-01-01,states,01,Alabama,986441.3716158867,133892.7559227516,7.367399115938778
2023-02-01,states,01,Alabama,1028980.5291711241,133892.7559227516,7.685109788648959
2023-03-01,states,01,Alabama,1036186.1075915694,133892.7559227516,7.738925832472887
2023-04-01,states,01,Alabama,1070325.6506514922,133892.7559227516,7.993902607165756
2023-05-01,states,01,Alabama,1101602.9948117062,133892.7559227516,8.227502580104241
2023-06-01,states,01,Alabama,1080152.2301744819,133892.7559227516,8.067294027450354
2023-07-01,states,01,Alabama,1017214.1717480719,133892.7559227516,7.597230819081399
2023-08-01,states,01,Alabama,1021336.5757588744,133892.7559227516,7.628019669324955
2023-09-01,states,01,Alabama,1030676.9661588669,133892.7559227516,7.697779906431294
2023-10-01,states,01,Alabama,1012355.8877420127,133892.7559227516,7.560945928442042
2023-11-01,states,01,Alabama,1091173.60029912,133892.7559227516,8.149608937235293
2023-12-01,states,01,Alabama,1078320.021551758,133892.7559227516,8.05360987695172
2024-01-01,states,01,Alabama,1219155.366645256,133892.7559227516,9.105461742445861
2024-02-01,states,01,Alabama,1025254.8669274598,133892.7559227516,7.657284069341085
2024-03-01,states,01,Alabama,1097630.521514669,133892.7559227516,8.197833511978338
2024-04-01,states,01,Alabama,996534.283546418,133892.7559227516,7.442779683475639
2024-05-01,states,01,Alabama,982047.8695156276,133892.7559227516,7.334585525166221
2024-06-01,states,01,Alabama,854497.9087181911,133892.7559227516,6.3819577304928075
2024-07-01,states,01,Alabama,891950.3701438382,133892.7559227516,6.661677579169722
2024-08-01,states,01,Alabama,1023397.5122315586,133892.7559227516,7.643412111272099
2024-09-01,states,01,Alabama,962047.4628479285,133892.7559227516,7.185209208801218
2024-10-01,states,01,Alabama,1072834.9690351486,133892.7559227516,8.012643862929467
2024-11-01,states,01,Alabama,1045463.8351358324,133892.7559227516,7.808218061767321
2024-12-01,states,01,Alabama,1314339.572259523,133892.7559227516,9.816360588005383
2025-01-01,states,01,Alabama,1199149.0087543726,133892.7559227516,8.956040978394773
2025-02-01,states,01,Alabama,1164195.0501740277,133892.7559227516,8.69498160786011
2025-03-01,states,01,Alabama,1264059.1839711368,133892.7559227516,9.440833264350957
2025-04-01,states,01,Alabama,1178381.394410247,133892.7559227516,8.80093464571082
2025-05-01,states,01,Alabama,1108528.9821277559,133892.7559227516,8.279230451924622
2025-06-01,states,01,Alabama,1257069.3241960767,133892.7559227516,9.388628350598246
2025-07-01,states,01,Alabama,1037966.379927326,133892.7559227516,7.752222088297091
2025-08-01,states,01,Alabama,984818.669827655,133892.7559227516,7.355279701583248
2025-09-01,states,01,Alabama,1085787.537112981,133892.7559227516,8.109382241257459
2025-10-01,states,01,Alabama,1124994.5581765622,133892.7559227516,8.402206306259162
2025-11-01,states,01,Alabama,1178701.1854510307,133892.7559227516,8.803323057530262
2025-12-01,states,01,Alabama,1186686.8073383663,133892.7559227516,8.862964983878712
2026-01-01,states,01,Alabama,1183387.3320560642,133892.7559227516,8.838322311767266
2022-01-01,states,04,Arizona,1018635.3786374778,295233.3827003564,3.4502716776826334
2022-02-01,states,04,Arizona,1038704.6463132799,295233.3827003564,3.5182493145346667
2022-03-01,states,04,Arizona,1083372.1869411618,295233.3827003564,3.6695450122614264
2022-04-01,states,04,Arizona,1079092.5035960972,295233.3827003564,3.6550490792272945
2022-05-01,states,04,Arizona,1081166.748185277,295233.3827003564,3.662074858528428
2022-06-01,states,04,Arizona,1100281.3566479087,295233.3827003564,3.726818920625335
2022-07-01,states,04,Arizona,1071297.7364455462,295233.3827003564,3.6286470271312337
2022-08-01,states,04,Arizona,1014384.0120760947,295233.3827003564,3.4358716578661146
2022-09-01,states,04,Arizona,1031688.0970382094,295233.3827003564,3.4944832037686906
2022-10-01,states,04,Arizona,1000720.0349539071,295233.3827003564,3.3895897062886546
2022-11-01,states,04,Arizona,1057253.1225747615,295233.3827003564,3.5810758014712984
2022-12-01,states,04,Arizona,1063231.3697548956,295233.3827003564,3.601325026424974
2023-01-01,states,04,Arizona,1120266.8106594086,295233.3827003564,3.7945126679539825
2023-02-01,states,04,Arizona,1093797.4580871314,295233.3827003564,3.7048569781733254
2023-03-01,states,04,Arizona,1107035.2378195524,295233.3827003564,3.749695334904334
2023-04-01,states,04,Arizona,1137670.6081113517,295233.3827003564,3.8534619551001685
2023-05-01,states,04,Arizona,1147783.7933111489,295233.3827003564,3.8877168388375587
2023-06-01,states,04,Arizona,1198994.346226871,295233.3827003564,4.061174706126563
2023-07-01,states,04,Arizona,1115224.70814085,295233.3827003564,3.7774343061764597
2023-08-01,states,04,Arizona,1104654.8399172425,295233.3827003564,3.7416325681516804
2023-09-01,states,04,Arizona,1112590.0430501103,295233.3827003564,3.768510298103112
2023-10-01,states,04,Arizona,1082116.579356268,295233.3827003564,3.6652920799764344
2023-11-01,states,04,Arizona,1148982.5612900853,295233.3827003564,3.8917772468035277
2023-12-01,states,04,Arizona,1140747.4547684342,295233.3827003564,3.8638836988370726
2024-01-01,states,04,Arizona,1122372.6259392798,295233.3827003564,3.8016453819465883
2024-02-01,states,04,Arizona,1092456.8905662596,295233.3827003564,3.700316273769879
2024-03-01,states,04,Arizona,1152261.2303529084,295233.3827003564,3.9028825934714235
2024-04-01,states,04,Arizona,1160235.402233839,295233.3827003564,3.9298923164505624
2024-05-01,states,04,Arizona,1076010.4758075625,295233.3827003564,3.6446097862166433
2024-06-01,states,04,Arizona,1043744.8022800982,295233.3827003564,3.5353210830478288
2024-07-01,states,04,Arizona,1082796.5486066937,295233.3827003564,3.667595238393705
2024-08-01,states,04,Arizona,1212463.9900027607,295233.3827003564,4.1067984213470075
2024-09-01,states,04,Arizona,1180626.0550538898,295233.3827003564,3.9989585332636723
2024-10-01,states,04,Arizona,1166323.9646860957,295233.3827003564,3.9505151958707945
2024-11-01,states,04,Arizona,1202579.4627438486,295233.3827003564,4.073318036545996
2024-12-01,states,04,Arizona,1284063.698385954,295233.3827003564,4.349317433690075
2025-01-01,states,04,Arizona,1209638.7571299523,295233.3827003564,4.097228931450684
2025-02-01,states,04,Arizona,1205111.885521844,295233.3827003564,4.081895734483921
2025-03-01,states,04,Arizona,1324732.7681693882,295233.3827003564,4.487069707540186
2025-04-01,states,04,Arizona,1280215.2817652524,295233.3827003564,4.336282266103327
2025-05-01,states,04,Arizona,1300578.4474320859,295233.3827003564,4.405255379782348
2025-06-01,states,04,Arizona,2127116.0462494697,295233.3827003564,7.204862901321564
2025-07-01,states,04,Arizona,1363111.1074181497,295233.3827003564,4.617062931537193
2025-08-01,states,04,Arizona,1239281.044937104,295233.3827003564,4.19763183147516
2025-09-01,states,04,Arizona,1207151.1634296179,295233.3827003564,4.088803076360784
2025-10-01,states,04,Arizona,1206189.9954471812,295233.3827003564,4.0855474554223745
2025-11-01,states,04,Arizona,1164729.6468187869,295233.3827003564,3.945115000768444
2025-12-01,states,04,Arizona,1230818.3643289804,295233.3827003564,4.1689674557507095
2026-01-01,states,04,Arizona,1225350.7008359134,295233.3827003564,4.150447654761211
2022-01-01,states,05,Arkansas,593956.0868032873,137782.06286054594,4.3108375246526185
2022-02-01,states,05,Arkansas,808065.3915146869,137782.06286054594,5.864808341072366
2022-03-01,states,05,Arkansas,586353.1823785901,137782.06286054594,4.255656870024212
2022-04-01,states,05,Arkansas,660857.9715027213,137782.06286054594,4.796400618356243
2022-05-01,states,05,Arkansas,585795.2860105336,137782.06286054594,4.251607748124933
2022-06-01,states,05,Arkansas,692468.88315624,137782.06286054594,5.025827519051679
2022-07-01,states,05,Arkansas,573338.7862924039,137782.06286054594,4.161200481318822
2022-08-01,states,05,Arkansas,531323.1228115708,137782.06286054594,3.856257569240646
2022-09-01,states,05,Arkansas,535937.7687648535,137782.06286054594,3.889749925629252
2022-10-01,states,05,Arkansas,608117.6478665024,137782.06286054594,4.413619851823525
2022-11-01,states,05,Arkansas,662413.2540202588,137782.06286054594,4.807688608136972
2022-12-01,states,05,Arkansas,816592.7492705975,137782.06286054594,5.926698528944945
2023-01-01,states,05,Arkansas,593321.6629380733,137782.06286054594,4.306232978516188
2023-02-01,states,05,Arkansas,680458.7880472988,137782.06286054594,4.938660184932889
2023-03-01,states,05,Arkansas,650666.1628620028,137782.06286054594,4.722430114292634
2023-04-01,states,05,Arkansas,656678.9030426741,137782.06286054594,4.766069613192842
2023-05-01,states,05,Arkansas,776368.5406166762,137782.06286054594,5.634757707194921
2023-06-01,states,05,Arkansas,786423.7159207463,137782.06286054594,5.707736548528188
2023-07-01,states,05,Arkansas,624049.5337094665,137782.06286054594,4.529250910846711
2023-08-01,states,05,Arkansas,597354.9833090305,137782.06286054594,4.335506167545441
2023-09-01,states,05,Arkansas,588478.9143652916,137782.06286054594,4.271085090088336
2023-10-01,states,05,Arkansas,617852.5717869252,137782.06286054594,4.484274360242925
2023-11-01,states,05,Arkansas,676742.5253100991,137782.06286054594,4.911688149095677
2023-12-01,states,05,Arkansas,645569.1057301909,137782.06286054594,4.685436495341154
2024-01-01,states,05,Arkansas,830740.7726955637,137782.06286054594,6.029382602119883
2024-02-01,states,05,Arkansas,617959.0880988836,137782.06286054594,4.48504743846332
2024-03-01,states,05,Arkansas,700058.3572019935,137782.06286054594,5.080910698154861
2024-04-01,states,05,Arkansas,676659.9188932329,137782.06286054594,4.91108860503928
2024-05-01,states,05,Arkansas,556889.0104355812,137782.06286054594,4.041810660065586
2024-06-01,states,05,Arkansas,472663.97345137596,137782.06286054594,3.430518919794195
2024-07-01,states,05,Arkansas,571879.1010548174,137782.06286054594,4.150606321184466
2024-08-01,states,05,Arkansas,658617.184387438,137782.06286054594,4.78013734671724
2024-09-01,states,05,Arkansas,610046.4467966743,137782.06286054594,4.427618763511501
2024-10-01,states,05,Arkansas,664412.4356799126,137782.06286054594,4.822198346328925
2024-11-01,states,05,Arkansas,587652.148360908,137782.06286054594,4.265084555713841
2024-12-01,states,05,Arkansas,773201.2264761329,137782.06286054594,5.611769851774661
2025-01-01,states,05,Arkansas,764639.9179490926,137782.06286054594,5.5496332546785245
2025-02-01,states,05,Arkansas,670394.9846600313,137782.06286054594,4.865618722362733
2025-03-01,states,05,Arkansas,699200.2938739657,137782.06286054594,5.074683012850889
2025-04-01,states,05,Arkansas,675703.9934775233,137782.06286054594,4.90415065247954
2025-05-01,states,05,Arkansas,872566.78822832,137782.06286054594,6.332949079964607
2025-06-01,states,05,Arkansas,1369968.3600670872,137782.06286054594,9.943009500835245
2025-07-01,states,05,Arkansas,762567.6960313767,137782.06286054594,5.5345934020685865
2025-08-01,states,05,Arkansas,617681.6482721865,137782.06286054594,4.483033824928023
2025-09-01,states,05,Arkansas,606386.6897259802,137782.06286054594,4.401056836692345
2025-10-01,states,05,Arkansas,634042.0806532074,137782.06286054594,4.601775205637207
2025-11-01,states,05,Arkansas,679608.8909315616,137782.06286054594,4.932491768681222
2025-12-01,states,05,Arkansas,672249.633500278,137782.06286054594,4.879079464651981
2026-01-01,states,05,Arkansas,765490.280230023,137782.06286054594,5.555805047024173
2022-01-01,states,06,California,3712204.3554893527,409818.39855103754,9.058169102739896
2022-02-01,states,06,California,3818276.8832934205,409818.39855103754,9.316997228024412
2022-03-01,states,06,California,3807718.0366190895,409818.39855103754,9.291232531486475
2022-04-01,states,06,California,3952360.034895852,409818.39855103754,9.644174221728207
2022-05-01,states,06,California,3930911.762663475,409818.39855103754,9.59183818140349
2022-06-01,states,06,California,4071892.0383749157,409818.39855103754,9.935844883420515
2022-07-01,states,06,California,3909670.388569746,409818.39855103754,9.540006994300056
2022-08-01,states,06,California,3709406.656269517,409818.39855103754,9.05134242236213
2022-09-01,states,06,California,3717334.4163469374,409818.39855103754,9.070686990847708
2022-10-01,states,06,California,3667102.643770382,409818.39855103754,8.948116182035424
2022-11-01,states,06,California,3851175.9303646926,409818.39855103754,9.397274363427778
2022-12-01,states,06,California,3940252.9461496323,409818.39855103754,9.614631651680044
2023-01-01,states,06,California,3929372.322751701,409818.39855103754,9.588081786089818
2023-02-01,states,06,California,3956069.2653500177,409818.39855103754,9.6532251341989
2023-03-01,states,06,California,3851773.586276982,409818.39855103754,9.398732706719349
2023-04-01,states,06,California,3998019.168926209,409818.39855103754,9.755587311505996
2023-05-01,states,06,California,4233859.309337169,409818.39855103754,10.33106206140693
2023-06-01,states,06,California,4279482.800791323,409818.39855103754,10.442388179549653
2023-07-01,states,06,California,4117892.9090971947,409818.39855103754,10.048091846672826
2023-08-01,states,06,California,3920173.3346966505,409818.39855103754,9.565635287622266
2023-09-01,states,06,California,3935313.2278300785,409818.39855103754,9.602578219386572
2023-10-01,states,06,California,3784672.8865970373,409818.39855103754,9.234999941384295
2023-11-01,states,06,California,4045534.214470148,409818.39855103754,9.871529020594544
2023-12-01,states,06,California,4028996.3872189913,409818.39855103754,9.831174982538595
2024-01-01,states,06,California,3881982.892291545,409818.39855103754,9.472446591018764
2024-02-01,states,06,California,4006750.8496826813,409818.39855103754,9.776893531010401
2024-03-01,states,06,California,4110407.054739803,409818.39855103754,10.02982557462682
2024-04-01,states,06,California,4110215.0467065275,409818.39855103754,10.029357054828893
2024-05-01,states,06,California,3727667.4777406305,409818.39855103754,9.09590074755123
2024-06-01,states,06,California,3630270.646924883,409818.39855103754,8.858242235488069
2024-07-01,states,06,California,3839794.0885752365,409818.39855103754,9.369501472240612
2024-08-01,states,06,California,4095711.273888197,409818.39855103754,9.993966323544962
2024-09-01,states,06,California,3954625.5532388277,409818.39855103754,9.649702324787965
2024-10-01,states,06,California,3939786.780017549,409818.39855103754,9.61349415728318
2024-11-01,states,06,California,4049815.356170075,409818.39855103754,9.88197545666248
2024-12-01,states,06,California,4340753.472371653,409818.39855103754,10.591895063078942
2025-01-01,states,06,California,4128919.066942394,409818.39855103754,10.074996831622704
2025-02-01,states,06,California,4184777.7266166694,409818.39855103754,10.211297836828352
2025-03-01,states,06,California,4255711.150639758,409818.39855103754,10.384382852713152
2025-04-01,states,06,California,4347270.899633316,409818.39855103754,10.607798271145507
2025-05-01,states,06,California,4827681.8389677005,409818.39855103754,11.780051496068875
2025-06-01,states,06,California,6138303.514606727,409818.39855103754,14.978106244886616
2025-07-01,states,06,California,5070117.476182718,409818.39855103754,12.371619951931711
2025-08-01,states,06,California,4165415.161800325,409818.39855103754,10.1640511419879
2025-09-01,states,06,California,4141125.6432461888,409818.39855103754,10.10478216177614
2025-10-01,states,06,California,4204664.226490842,409818.39855103754,10.259822988321023
2025-11-01,states,06,California,4156491.611086443,409818.39855103754,10.142276739605204
2025-12-01,states,06,California,4211188.616633633,409818.39855103754,10.275743186549944
2026-01-01,states,06,California,4235871.788684027,409818.39855103754,10.33597272269977
2022-01-01,states,08,Colorado,1162785.5695976168,269599.6388449567,4.3130086322790655
2022-02-01,states,08,Colorado,1210675.249983795,269599.6388449567,4.490641215881
2022-03-01,states,08,Colorado,902517.3883199319,269599.6388449567,3.3476209099781404
2022-04-01,states,08,Colorado,793500.1537518054,269599.6388449567,2.9432537712268125
2022-05-01,states,08,Colorado,833269.5922433808,269599.6388449567,3.0907667228834215
2022-06-01,states,08,Colorado,788669.5539347418,269599.6388449567,2.9253360921165608
2022-07-01,states,08,Colorado,773385.6565466225,269599.6388449567,2.868645002122524
2022-08-01,states,08,Colorado,708378.0177744478,269599.6388449567,2.6275184225370083
2022-09-01,states,08,Colorado,716916.3145126505,269599.6388449567,2.659188705089252
2022-10-01,states,08,Colorado,728114.0285354406,269599.6388449567,2.7007233082911126
2022-11-01,states,08,Colorado,820274.2214464694,269599.6388449567,3.04256424437645
2022-12-01,states,08,Colorado,932503.7975822389,269599.6388449567,3.458846612619203
2023-01-01,states,08,Colorado,1275611.6775886863,269599.6388449567,4.731503658735516
2023-02-01,states,08,Colorado,944486.1452473998,269599.6388449567,3.503291581894743
2023-03-01,states,08,Colorado,850388.1907117814,269599.6388449567,3.154263093063076
2023-04-01,states,08,Colorado,866237.6614830196,269599.6388449567,3.213052009988714
2023-05-01,states,08,Colorado,828378.8040954024,269599.6388449567,3.0726257929885152
2023-06-01,states,08,Colorado,874972.1593548656,269599.6388449567,3.245450042527879
2023-07-01,states,08,Colorado,947365.7730272114,269599.6388449567,3.5139727081460572
2023-08-01,states,08,Colorado,742460.9696953595,269599.6388449567,2.7539390367000425
2023-09-01,states,08,Colorado,712348.9649595469,269599.6388449567,2.642247474853665
2023-10-01,states,08,Colorado,788575.8367713988,269599.6388449567,2.924988476059861
2023-11-01,states,08,Colorado,1208890.8303748816,269599.6388449567,4.48402243991914
2023-12-01,states,08,Colorado,907200.7845856547,269599.6388449567,3.3649925811190506
2024-01-01,states,08,Colorado,925977.0206184658,269599.6388449567,3.4346374668216204
2024-02-01,states,08,Colorado,910265.7082812339,269599.6388449567,3.3763610076818984
2024-03-01,states,08,Colorado,855631.6651138887,269599.6388449567,3.173712208145618
2024-04-01,states,08,Colorado,790544.2100961134,269599.6388449567,2.9322895738400643
2024-05-01,states,08,Colorado,770456.8542813808,269599.6388449567,2.85778147768388
2024-06-01,states,08,Colorado,688650.7382992804,269599.6388449567,2.5543459229013084
2024-07-01,states,08,Colorado,714509.6304066852,269599.6388449567,2.65026182330159
2024-08-01,states,08,Colorado,777924.575336853,269599.6388449567,2.8854807768649406
2024-09-01,states,08,Colorado,765479.5979131162,269599.6388449567,2.8393198195392753
2024-10-01,states,08,Colorado,776519.3205198348,269599.6388449567,2.8802684003831365
2024-11-01,states,08,Colorado,1001345.3019680083,269599.6388449567,3.714193781037923
2024-12-01,states,08,Colorado,990715.357325241,269599.6388449567,3.6747651501676852
2025-01-01,states,08,Colorado,1315001.0114094615,269599.6388449567,4.877606724709679
2025-02-01,states,08,Colorado,917032.4677198236,269599.6388449567,3.4014602973826578
2025-03-01,states,08,Colorado,888855.6767304093,269599.6388449567,3.296946837683187
2025-04-01,states,08,Colorado,860250.5446204916,269599.6388449567,3.1908445734796054
2025-05-01,states,08,Colorado,1059385.5646849852,269599.6388449567,3.9294769430096466
