date,dataset_name,region_id,region_name,ntl_sum,area_km2,light_density,density_3m_smooth,lag_1,lag_3,lag_12,lag_1_safe,lag_12_safe,mom_pct,yoy_pct,mom_3m_avg,yoy_3m_avg,vol_12m,months_seen,mom_pct_z,yoy_pct_z,mom_3m_avg_z,trend_score
2022-01-01,metros,SDG,San Diego,314644.8259085119,7474.713142995005,42.09456869972116,42.09456869972116,,,,,,,,,,,1,,,,0.0
2022-02-01,metros,SDG,San Diego,311228.6568936109,7474.713142995005,41.63753858370895,41.866053641715055,42.09456869972116,,,,,,,,,,2,,,,0.0
2022-03-01,metros,SDG,San Diego,304407.74665412307,7474.713142995005,40.72500721173515,41.485704831721755,41.866053641715055,,,,,,,,,,3,,,,0.0
2022-04-01,metros,SDG,San Diego,332664.3272784054,7474.713142995005,44.50529684743351,42.289280880959204,41.485704831721755,42.09456869972116,,,,,,,,,4,,,,0.0
2022-05-01,metros,SDG,San Diego,321704.0818042923,7474.713142995005,43.03898700189989,42.75643035368952,42.289280880959204,41.866053641715055,,,,,,,,,5,,,,0.0
2022-06-01,metros,SDG,San Diego,329874.2921979041,7474.713142995005,44.13203368306498,43.8921058441328,42.75643035368952,41.485704831721755,,,,,,,,,6,,,,0.0
2022-07-01,metros,SDG,San Diego,332046.5036844909,7474.713142995005,44.42264168969097,43.86455412488528,43.8921058441328,42.289280880959204,,,,,,,,,7,,,,0.0
2022-08-01,metros,SDG,San Diego,316890.83476157486,7474.713142995005,42.39504964261431,43.649908338456754,43.86455412488528,42.75643035368952,,,,,,,,,8,,,,0.0
2022-09-01,metros,SDG,San Diego,314012.0492701698,7474.713142995005,42.00991305792772,42.94253479674433,43.649908338456754,43.8921058441328,,,,,,,,,9,,,,0.0
2022-10-01,metros,SDG,San Diego,311246.5239741225,7474.713142995005,41.63992892032385,42.01496387362196,42.94253479674433,43.86455412488528,,,,,,,,,10,,,,0.0
2022-11-01,metros,SDG,San Diego,340802.2027360797,7474.713142995005,45.59401761865144,43.081286532301,42.01496387362196,43.649908338456754,,,,,,,,,11,,,,0.0
2022-12-01,metros,SDG,San Diego,341944.63900864124,7474.713142995005,45.746857767926215,44.32693476896717,43.081286532301,42.94253479674433,,,,,,,,,12,,,,0.0
2023-01-01,metros,SDG,San Diego,323232.8673118353,7474.713142995005,43.24351465109479,44.86146334589082,44.32693476896717,42.01496387362196,42.09456869972116,,,,,,,,13,,,,0.0
2023-02-01,metros,SDG,San Diego,341243.7788823806,7474.713142995005,45.653093617670166,44.88115534556372,44.86146334589082,43.081286532301,41.866053641715055,44.86146334589082,,0.0004389513449677637,,0.0004389513449677637,,,14,-0.042030555221091545,,-0.01149027793663481,-0.014907222153654425
2023-03-01,metros,SDG,San Diego,328432.6744404435,7474.713142995005,43.93916771886252,44.27859199587582,44.88115534556372,44.32693476896717,41.485704831721755,44.88115534556372,,-0.013425753972874465,,-0.0064934013139533505,,,15,-0.27285582898243477,,-0.16545002527037908,-0.11494675374880625
2023-04-01,metros,SDG,San Diego,322494.25205658376,7474.713142995005,43.14469945362548,44.245653596719386,44.27859199587582,44.86146334589082,42.289280880959204,,,,,-0.0064934013139533505,,,16,,,-0.16545002527037908,-0.03309000505407582
2023-05-01,metros,SDG,San Diego,337103.8980628848,7474.713142995005,45.09924215336675,44.061036441951586,44.245653596719386,44.88115534556372,42.75643035368952,,,,,-0.013425753972874465,,,17,,,-0.31940977260412334,-0.06388195452082467
2023-06-01,metros,SDG,San Diego,320999.3744472265,7474.713142995005,42.94470815218561,43.72954991972595,44.061036441951586,44.27859199587582,43.8921058441328,,,,,,,,18,,,,0.0
2023-07-01,metros,SDG,San Diego,327122.372071892,7474.713142995005,43.7638697049475,43.93594000349996,43.72954991972595,44.245653596719386,43.86455412488528,,,,,,,,19,,,,0.0
2023-08-01,metros,SDG,San Diego,337042.35892003775,7474.713142995005,45.09100917617153,43.93319567776822,43.93594000349996,44.061036441951586,43.649908338456754,,,,,,,,20,,,,0.0
2023-09-01,metros,SDG,San Diego,338841.76104295254,7474.713142995005,45.33174110641305,44.72887332917736,43.93319567776822,43.72954991972595,42.94253479674433,,,,,,,,21,,,,0.0
2023-10-01,metros,SDG,San Diego,331690.7685099095,7474.713142995005,44.37504987341976,44.93260005200145,44.72887332917736,43.93594000349996,42.01496387362196,44.72887332917736,,0.004554702760446958,,0.004554702760446958,,,22,0.026490154410512275,,0.07991592702615395,0.023930231728384474
2023-11-01,metros,SDG,San Diego,326266.5827507973,7474.713142995005,43.6493784455877,44.452056475140175,44.93260005200145,43.93319567776822,43.081286532301,44.93260005200145,,-0.01069476452075173,,-0.0030700308801523864,,,23,-0.22738920178233515,,-0.0894208223504235,-0.08610092500478525
2023-12-01,metros,SDG,San Diego,349800.3446272612,7474.713142995005,46.7978286170192,44.94075231200889,44.452056475140175,44.72887332917736,44.32693476896717,44.452056475140175,,0.01099377341837982,,0.001617903886025016,,,24,0.13369043117898374,,0.014692930603119282,0.04304571547431898
2024-01-01,metros,SDG,San Diego,348975.0262592137,7474.713142995005,46.687413895777226,45.71154031946137,44.94075231200889,44.93260005200145,44.86146334589082,44.94075231200889,44.86146334589082,0.01715120392514021,0.018948935459734983,0.005816737607589433,0.018948935459734983,0.011975302166746294,25,0.23620184774406439,-0.19560514312613134,0.10794430004067332,-0.005353157231711685
2024-02-01,metros,SDG,San Diego,346465.1840108037,7474.713142995005,46.351636160846745,46.612292891214395,45.71154031946137,44.452056475140175,44.88115534556372,45.71154031946137,44.88115534556372,0.01970514590971976,0.03857159051102257,0.015950041084413266,0.028760262985378773,0.01403823439892197,26,0.2787209164329984,0.03292560859192178,0.33299356105024697,0.16667779143590983
2024-03-01,metros,SDG,San Diego,342128.0228560865,7474.713142995005,45.77139166560724,46.27014724074373,46.612292891214395,44.94075231200889,44.27859199587582,46.612292891214395,,-0.007340245013674303,,0.00983870160706189,0.028760262985378773,0.012613020363850565,27,-0.17154179169980918,,0.19726759209035455,-0.01200901909187184
2024-04-01,metros,SDG,San Diego,350264.1547304988,7474.713142995005,46.85987917258765,46.32763566634721,46.27014724074373,45.71154031946137,44.245653596719386,46.27014724074373,,0.0012424517541378935,,0.004535784216727784,0.03857159051102257,0.011638224223506957,28,-0.02865355241704558,,0.07949576747077154,0.0073030877690406365
2024-05-01,metros,SDG,San Diego,315937.9267459959,7474.713142995005,42.26756541715316,44.96627875178268,46.32763566634721,46.612292891214395,44.061036441951586,46.32763566634721,,-0.02938541747239289,,-0.0118277369106431,,0.01626794334713467,29,-0.5385588217228952,,-0.283919612878977,-0.21835156909266393
2024-06-01,metros,SDG,San Diego,340825.81817546487,7474.713142995005,45.59717699599922,44.90820719524667,44.96627875178268,46.27014724074373,43.72954991972595,44.96627875178268,,-0.001291446794087035,,-0.009811470837447343,,0.015232900006260437,30,-0.07083892979573447,,-0.2391406135320034,-0.06907980164512102
2024-07-01,metros,SDG,San Diego,350285.82851567864,7474.713142995005,46.86277878689594,44.909173733349434,44.90820719524667,46.32763566634721,43.93594000349996,44.90820719524667,,2.1522527019698693e-05,,-0.010218447246486741,,0.014362682200888828,31,-0.0489800805784564,,-0.24817910135703733,-0.06432984444494438
2024-08-01,metros,SDG,San Diego,352980.7249238808,7474.713142995005,47.22331388123969,46.561089888044954,44.909173733349434,44.96627875178268,43.93319567776822,44.909173733349434,,0.0367834902620088,,0.011837855331647154,,0.01747476620109179,32,0.5630481646605229,,0.24166654544169233,0.21724775848649533
2024-09-01,metros,SDG,San Diego,347042.4728611633,7474.713142995005,46.42886840231418,46.8383203568166,46.561089888044954,44.90820719524667,44.72887332917736,46.561089888044954,44.72887332917736,0.005954123269842751,0.047160745859056,0.014253045352957084,0.047160745859056,0.016673194371747132,33,0.04978827830015829,0.13295723648217594,0.2953051965229152,0.1404761410357185
2024-10-01,metros,SDG,San Diego,356913.1132992748,7474.713142995005,47.74940609376551,47.13386279243979,46.8383203568166,44.909173733349434,44.93260005200145,46.8383203568166,44.93260005200145,0.006309842739272748,0.04899032635304383,0.01634915209037477,0.04807553610604992,0.016686439347129437,34,0.05571044123338372,0.15426502610222997,0.34185736712867465,0.16221711884686504
2024-11-01,metros,SDG,San Diego,372252.58570085466,7474.713142995005,49.80158817863325,47.99328755823765,47.13386279243979,46.561089888044954,44.452056475140175,47.13386279243979,44.452056475140175,0.018233701098983653,0.07966405525192982,0.010165889036033052,0.058605042488009886,0.01643926692765714,35,0.2542237025740219,0.5114995748896641,0.20453405650346437,0.37292370951773146
2024-12-01,metros,SDG,San Diego,364320.8799982071,7474.713142995005,48.740449704030944,48.763814658809906,47.99328755823765,46.8383203568166,44.94075231200889,47.99328755823765,44.94075231200889,0.01605489308556452,0.08506894411243385,0.013532812307940309,0.07124110857246917,0.01662799637954744,36,0.21795001736820105,0.574446373425088,0.2793096315123127,0.40847011822546686
2025-01-01,metros,SDG,San Diego,368767.0935592353,7474.713142995005,49.33528370982755,49.29244053083058,48.763814658809906,47.13386279243979,45.71154031946137,48.763814658809906,45.71154031946137,0.010840535666033501,0.07833689668612344,0.015043043283527227,0.08102329868349571,0.016374001546359943,37,0.1311392665256396,0.4960431270287573,0.3128501610925176,0.3499333756905741
2025-02-01,metros,SDG,San Diego,367398.5993557274,7474.713142995005,49.15220053628926,49.075977983382586,49.29244053083058,47.99328755823765,46.612292891214395,49.29244053083058,46.612292891214395,-0.004391394402811258,0.05285483591030453,0.007501344782928923,0.07208689223628728,0.016072413451947862,38,-0.1224481229971772,0.1992721503590689,0.1453575286850806,0.0919731440173974
2025-03-01,metros,SDG,San Diego,330508.40353539586,7474.713142995005,44.21686788678102,47.56811737763261,49.075977983382586,48.763814658809906,46.27014724074373,49.075977983382586,46.27014724074373,-0.03072502408939351,0.02805199927580812,-0.008091960942057087,0.05308124395741203,0.018812024575672815,39,-0.5608611395156687,-0.08958839812463891,-0.2009522347726692,-0.2532429878715539
2025-04-01,metros,SDG,San Diego,386402.3830639236,7474.713142995005,51.69461030434915,48.35455957580647,47.56811737763261,49.29244053083058,46.32763566634721,47.56811737763261,46.32763566634721,0.016532968751537307,0.0437519394267649,-0.006194483246889151,0.041552924870959185,0.019234375709026894,40,0.22590921620777502,0.09325735415755124,-0.15881139155640156,0.0826391636298278
